Country,Year,Sex,NCD_Mortality,IndicatorName,CountryCode,Risk_Level,Continent
Togo,2010,Both sexes,751.4,Age-standardized NCD mortality rate  (per 100 000 population),TGO,Moderate,
Qatar,2010,Both sexes,745.7,Age-standardized NCD mortality rate  (per 100 000 population),QAT,Moderate,
"occupied Palestinian territory, including east Jerusalem",2010,Both sexes,748.5,Age-standardized NCD mortality rate  (per 100 000 population),PSE,Moderate,
Guyana,2010,Both sexes,764.3,Age-standardized NCD mortality rate  (per 100 000 population),GUY,Moderate,
Samoa,2010,Both sexes,765.7,Age-standardized NCD mortality rate  (per 100 000 population),WSM,Moderate,
Georgia,2010,Both sexes,774.6,Age-standardized NCD mortality rate  (per 100 000 population),GEO,Moderate,
Ukraine,2010,Both sexes,782.4,Age-standardized NCD mortality rate  (per 100 000 population),UKR,Moderate,
Belarus,2010,Both sexes,792.5,Age-standardized NCD mortality rate  (per 100 000 population),BLR,Moderate,
Kyrgyzstan,2010,Both sexes,801.4,Age-standardized NCD mortality rate  (per 100 000 population),KGZ,High,
Russian Federation,2010,Both sexes,803.1,Age-standardized NCD mortality rate  (per 100 000 population),RUS,High,
Egypt,2010,Both sexes,823.2,Age-standardized NCD mortality rate  (per 100 000 population),EGY,High,
Azerbaijan,2010,Both sexes,823.0,Age-standardized NCD mortality rate  (per 100 000 population),AZE,High,
Somalia,2010,Both sexes,839.9,Age-standardized NCD mortality rate  (per 100 000 population),SOM,High,
Eritrea,2010,Both sexes,845.1,Age-standardized NCD mortality rate  (per 100 000 population),ERI,High,
Grenada,2010,Both sexes,845.7,Age-standardized NCD mortality rate  (per 100 000 population),GRD,High,
Kazakhstan,2010,Both sexes,850.0,Age-standardized NCD mortality rate  (per 100 000 population),KAZ,High,
Central African Republic,2010,Both sexes,856.9,Age-standardized NCD mortality rate  (per 100 000 population),CAF,High,
Bahrain,2010,Both sexes,855.6,Age-standardized NCD mortality rate  (per 100 000 population),BHR,High,
Haiti,2010,Both sexes,888.2,Age-standardized NCD mortality rate  (per 100 000 population),HTI,High,
Zimbabwe,2010,Both sexes,912.7,Age-standardized NCD mortality rate  (per 100 000 population),ZWE,High,
Republic of Moldova,2010,Both sexes,929.1,Age-standardized NCD mortality rate  (per 100 000 population),MDA,High,
Mongolia,2010,Both sexes,939.8,Age-standardized NCD mortality rate  (per 100 000 population),MNG,High,
Lesotho,2010,Both sexes,963.8,Age-standardized NCD mortality rate  (per 100 000 population),LSO,High,
Solomon Islands,2010,Both sexes,967.8,Age-standardized NCD mortality rate  (per 100 000 population),SLB,High,
Afghanistan,2010,Both sexes,982.3,Age-standardized NCD mortality rate  (per 100 000 population),AFG,High,
Vanuatu,2010,Both sexes,984.7,Age-standardized NCD mortality rate  (per 100 000 population),VUT,High,
Afghanistan,2009,Both sexes,1001.0,Age-standardized NCD mortality rate  (per 100 000 population),AFG,High,
Fiji,2009,Both sexes,1003.0,Age-standardized NCD mortality rate  (per 100 000 population),FJI,High,
Vanuatu,2009,Both sexes,1003.0,Age-standardized NCD mortality rate  (per 100 000 population),VUT,High,
Micronesia (Federated States of),2009,Both sexes,1007.0,Age-standardized NCD mortality rate  (per 100 000 population),FSM,High,
Kiribati,2009,Both sexes,1076.0,Age-standardized NCD mortality rate  (per 100 000 population),KIR,High,
Uzbekistan,2009,Both sexes,1085.0,Age-standardized NCD mortality rate  (per 100 000 population),UZB,High,
Japan,2009,Both sexes,249.2,Age-standardized NCD mortality rate  (per 100 000 population),JPN,Low,
Peru,2009,Both sexes,283.0,Age-standardized NCD mortality rate  (per 100 000 population),PER,Low,
Singapore,2009,Both sexes,288.5,Age-standardized NCD mortality rate  (per 100 000 population),SGP,Low,
United Arab Emirates,2009,Both sexes,306.5,Age-standardized NCD mortality rate  (per 100 000 population),ARE,Low,
Switzerland,2009,Both sexes,315.5,Age-standardized NCD mortality rate  (per 100 000 population),CHE,Low,
Australia,2009,Both sexes,320.7,Age-standardized NCD mortality rate  (per 100 000 population),AUS,Low,Oceania
Costa Rica,2009,Both sexes,321.8,Age-standardized NCD mortality rate  (per 100 000 population),CRI,Low,
Israel,2009,Both sexes,324.6,Age-standardized NCD mortality rate  (per 100 000 population),ISR,Low,
Republic of Korea,2009,Both sexes,331.9,Age-standardized NCD mortality rate  (per 100 000 population),KOR,Low,
France,2009,Both sexes,328.5,Age-standardized NCD mortality rate  (per 100 000 population),FRA,Low,
Iceland,2009,Both sexes,331.7,Age-standardized NCD mortality rate  (per 100 000 population),ISL,Low,
Italy,2009,Both sexes,336.3,Age-standardized NCD mortality rate  (per 100 000 population),ITA,Low,
Canada,2009,Both sexes,340.3,Age-standardized NCD mortality rate  (per 100 000 population),CAN,Low,North America
Luxembourg,2009,Both sexes,342.5,Age-standardized NCD mortality rate  (per 100 000 population),LUX,Low,
Spain,2009,Both sexes,340.7,Age-standardized NCD mortality rate  (per 100 000 population),ESP,Low,
Sweden,2009,Both sexes,344.7,Age-standardized NCD mortality rate  (per 100 000 population),SWE,Low,
Cyprus,2009,Both sexes,354.0,Age-standardized NCD mortality rate  (per 100 000 population),CYP,Low,
Norway,2009,Both sexes,350.4,Age-standardized NCD mortality rate  (per 100 000 population),NOR,Low,
New Zealand,2009,Both sexes,356.5,Age-standardized NCD mortality rate  (per 100 000 population),NZL,Low,
Puerto Rico,2009,Both sexes,365.6,Age-standardized NCD mortality rate  (per 100 000 population),PRI,Low,
Netherlands (Kingdom of the),2009,Both sexes,365.1,Age-standardized NCD mortality rate  (per 100 000 population),NLD,Low,
Belgium,2009,Both sexes,368.3,Age-standardized NCD mortality rate  (per 100 000 population),BEL,Low,
Panama,2009,Both sexes,370.6,Age-standardized NCD mortality rate  (per 100 000 population),PAN,Low,
Chile,2009,Both sexes,377.9,Age-standardized NCD mortality rate  (per 100 000 population),CHL,Low,
Kuwait,2009,Both sexes,384.4,Age-standardized NCD mortality rate  (per 100 000 population),KWT,Low,
Austria,2009,Both sexes,381.4,Age-standardized NCD mortality rate  (per 100 000 population),AUT,Low,
Portugal,2009,Both sexes,384.3,Age-standardized NCD mortality rate  (per 100 000 population),PRT,Low,
Greece,2009,Both sexes,382.5,Age-standardized NCD mortality rate  (per 100 000 population),GRC,Low,
Malta,2009,Both sexes,377.8,Age-standardized NCD mortality rate  (per 100 000 population),MLT,Low,
United Kingdom of Great Britain and Northern Ireland,2009,Both sexes,375.9,Age-standardized NCD mortality rate  (per 100 000 population),GBR,Low,
Finland,2009,Both sexes,388.8,Age-standardized NCD mortality rate  (per 100 000 population),FIN,Low,
Germany,2009,Both sexes,390.0,Age-standardized NCD mortality rate  (per 100 000 population),DEU,Low,Europe
Ireland,2009,Both sexes,392.9,Age-standardized NCD mortality rate  (per 100 000 population),IRL,Low,
Thailand,2009,Both sexes,404.1,Age-standardized NCD mortality rate  (per 100 000 population),THA,Moderate,
Nicaragua,2009,Both sexes,410.1,Age-standardized NCD mortality rate  (per 100 000 population),NIC,Moderate,
Slovenia,2009,Both sexes,406.6,Age-standardized NCD mortality rate  (per 100 000 population),SVN,Moderate,
United States of America,2009,Both sexes,411.3,Age-standardized NCD mortality rate  (per 100 000 population),USA,Moderate,
Lebanon,2009,Both sexes,424.3,Age-standardized NCD mortality rate  (per 100 000 population),LBN,Moderate,
El Salvador,2009,Both sexes,417.5,Age-standardized NCD mortality rate  (per 100 000 population),SLV,Moderate,
Colombia,2009,Both sexes,423.9,Age-standardized NCD mortality rate  (per 100 000 population),COL,Moderate,
Cabo Verde,2009,Both sexes,418.0,Age-standardized NCD mortality rate  (per 100 000 population),CPV,Moderate,
Cuba,2009,Both sexes,428.4,Age-standardized NCD mortality rate  (per 100 000 population),CUB,Moderate,
Denmark,2009,Both sexes,432.9,Age-standardized NCD mortality rate  (per 100 000 population),DNK,Moderate,
Ecuador,2009,Both sexes,438.8,Age-standardized NCD mortality rate  (per 100 000 population),ECU,Moderate,
Dominican Republic,2009,Both sexes,445.8,Age-standardized NCD mortality rate  (per 100 000 population),DOM,Moderate,
Paraguay,2009,Both sexes,450.8,Age-standardized NCD mortality rate  (per 100 000 population),PRY,Moderate,
Venezuela (Bolivarian Republic of),2009,Both sexes,448.5,Age-standardized NCD mortality rate  (per 100 000 population),VEN,Moderate,
Iran (Islamic Republic of),2009,Both sexes,456.1,Age-standardized NCD mortality rate  (per 100 000 population),IRN,Moderate,
Argentina,2009,Both sexes,457.2,Age-standardized NCD mortality rate  (per 100 000 population),ARG,Moderate,
Belize,2009,Both sexes,464.0,Age-standardized NCD mortality rate  (per 100 000 population),BLZ,Moderate,
Uruguay,2009,Both sexes,457.1,Age-standardized NCD mortality rate  (per 100 000 population),URY,Moderate,
Saint Lucia,2009,Both sexes,460.7,Age-standardized NCD mortality rate  (per 100 000 population),LCA,Moderate,
United Republic of Tanzania,2009,Both sexes,473.4,Age-standardized NCD mortality rate  (per 100 000 population),TZA,Moderate,
Mexico,2009,Both sexes,470.8,Age-standardized NCD mortality rate  (per 100 000 population),MEX,Moderate,
Guatemala,2009,Both sexes,465.9,Age-standardized NCD mortality rate  (per 100 000 population),GTM,Moderate,
Brunei Darussalam,2009,Both sexes,481.6,Age-standardized NCD mortality rate  (per 100 000 population),BRN,Moderate,
Nepal,2009,Both sexes,486.2,Age-standardized NCD mortality rate  (per 100 000 population),NPL,Moderate,
Mauritania,2009,Both sexes,504.9,Age-standardized NCD mortality rate  (per 100 000 population),MRT,Moderate,
Tunisia,2009,Both sexes,499.0,Age-standardized NCD mortality rate  (per 100 000 population),TUN,Moderate,
Jordan,2009,Both sexes,498.4,Age-standardized NCD mortality rate  (per 100 000 population),JOR,Moderate,
Barbados,2009,Both sexes,495.3,Age-standardized NCD mortality rate  (per 100 000 population),BRB,Moderate,
Antigua and Barbuda,2009,Both sexes,501.2,Age-standardized NCD mortality rate  (per 100 000 population),ATG,Moderate,
Saint Vincent and the Grenadines,2009,Both sexes,496.1,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Czechia,2009,Both sexes,496.9,Age-standardized NCD mortality rate  (per 100 000 population),CZE,Moderate,
Bhutan,2009,Both sexes,506.8,Age-standardized NCD mortality rate  (per 100 000 population),BTN,Moderate,
Türkiye,2009,Both sexes,510.8,Age-standardized NCD mortality rate  (per 100 000 population),TUR,Moderate,
Kenya,2009,Both sexes,505.9,Age-standardized NCD mortality rate  (per 100 000 population),KEN,Moderate,Africa
Brazil,2009,Both sexes,512.8,Age-standardized NCD mortality rate  (per 100 000 population),BRA,Moderate,South America
South Sudan,2009,Both sexes,517.3,Age-standardized NCD mortality rate  (per 100 000 population),SSD,Moderate,
Nigeria,2009,Both sexes,519.3,Age-standardized NCD mortality rate  (per 100 000 population),NGA,Moderate,
Bosnia and Herzegovina,2009,Both sexes,516.0,Age-standardized NCD mortality rate  (per 100 000 population),BIH,Moderate,
Suriname,2009,Both sexes,518.3,Age-standardized NCD mortality rate  (per 100 000 population),SUR,Moderate,
Ethiopia,2009,Both sexes,527.9,Age-standardized NCD mortality rate  (per 100 000 population),ETH,Moderate,
Albania,2009,Both sexes,527.2,Age-standardized NCD mortality rate  (per 100 000 population),ALB,Moderate,
Croatia,2009,Both sexes,540.6,Age-standardized NCD mortality rate  (per 100 000 population),HRV,Moderate,
Trinidad and Tobago,2009,Both sexes,539.1,Age-standardized NCD mortality rate  (per 100 000 population),TTO,Moderate,
Niger,2009,Both sexes,547.0,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
India,2009,Both sexes,547.8,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Sri Lanka,2009,Both sexes,549.4,Age-standardized NCD mortality rate  (per 100 000 population),LKA,Moderate,
Poland,2009,Both sexes,546.5,Age-standardized NCD mortality rate  (per 100 000 population),POL,Moderate,
Equatorial Guinea,2009,Both sexes,564.4,Age-standardized NCD mortality rate  (per 100 000 population),GNQ,Moderate,
Bolivia (Plurinational State of),2009,Both sexes,557.2,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
Honduras,2009,Both sexes,561.3,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Algeria,2009,Both sexes,558.8,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Libya,2009,Both sexes,555.6,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
Bahamas,2009,Both sexes,564.0,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
Malaysia,2009,Both sexes,555.7,Age-standardized NCD mortality rate  (per 100 000 population),MYS,Moderate,
Estonia,2009,Both sexes,562.7,Age-standardized NCD mortality rate  (per 100 000 population),EST,Moderate,
Slovakia,2009,Both sexes,582.0,Age-standardized NCD mortality rate  (per 100 000 population),SVK,Moderate,
Uganda,2009,Both sexes,592.7,Age-standardized NCD mortality rate  (per 100 000 population),UGA,Moderate,Africa
Djibouti,2009,Both sexes,593.6,Age-standardized NCD mortality rate  (per 100 000 population),DJI,Moderate,
Saudi Arabia,2009,Both sexes,586.5,Age-standardized NCD mortality rate  (per 100 000 population),SAU,Moderate,
Viet Nam,2009,Both sexes,591.1,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
Bangladesh,2009,Both sexes,587.9,Age-standardized NCD mortality rate  (per 100 000 population),BGD,Moderate,
Timor-Leste,2009,Both sexes,594.5,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
Oman,2009,Both sexes,599.6,Age-standardized NCD mortality rate  (per 100 000 population),OMN,Moderate,
Montenegro,2009,Both sexes,598.1,Age-standardized NCD mortality rate  (per 100 000 population),MNE,Moderate,
Zambia,2009,Both sexes,607.8,Age-standardized NCD mortality rate  (per 100 000 population),ZMB,Moderate,
Liberia,2009,Both sexes,609.5,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Sao Tome and Principe,2009,Both sexes,607.7,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
Iraq,2009,Both sexes,606.3,Age-standardized NCD mortality rate  (per 100 000 population),IRQ,Moderate,
Jamaica,2009,Both sexes,614.3,Age-standardized NCD mortality rate  (per 100 000 population),JAM,Moderate,
Sudan,2009,Both sexes,621.2,Age-standardized NCD mortality rate  (per 100 000 population),SDN,Moderate,
Comoros,2009,Both sexes,618.1,Age-standardized NCD mortality rate  (per 100 000 population),COM,Moderate,
Seychelles,2009,Both sexes,616.6,Age-standardized NCD mortality rate  (per 100 000 population),SYC,Moderate,
Morocco,2009,Both sexes,619.4,Age-standardized NCD mortality rate  (per 100 000 population),MAR,Moderate,
China,2009,Both sexes,617.8,Age-standardized NCD mortality rate  (per 100 000 population),CHN,Moderate,Asia
Lithuania,2009,Both sexes,621.5,Age-standardized NCD mortality rate  (per 100 000 population),LTU,Moderate,
Philippines,2009,Both sexes,626.4,Age-standardized NCD mortality rate  (per 100 000 population),PHL,Moderate,
Senegal,2009,Both sexes,627.6,Age-standardized NCD mortality rate  (per 100 000 population),SEN,Moderate,
Benin,2009,Both sexes,635.0,Age-standardized NCD mortality rate  (per 100 000 population),BEN,Moderate,
Rwanda,2009,Both sexes,633.1,Age-standardized NCD mortality rate  (per 100 000 population),RWA,Moderate,Africa
South Africa,2009,Both sexes,627.4,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Cote d'Ivoire,2009,Both sexes,638.6,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
Maldives,2009,Both sexes,635.2,Age-standardized NCD mortality rate  (per 100 000 population),MDV,Moderate,
Mauritius,2009,Both sexes,635.5,Age-standardized NCD mortality rate  (per 100 000 population),MUS,Moderate,
Hungary,2009,Both sexes,637.8,Age-standardized NCD mortality rate  (per 100 000 population),HUN,Moderate,
